Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Date_new,month,Day_Perc_Change,Trend
HDFCBANK,EQ,02-Jun-2017,1628.6,1634.0,1646.1,1626.2,       1631.85,1634.25,1636.04,803386,1314369622.75,17867,390838,48.65,2017-06-02,Jun-2017,0.3469237381800383,Slight or No Change
HDFCBANK,EQ,05-Jun-2017,1634.25,1633.7,1638.95,1625.0,       1638.50,1635.55,1633.27,724975,1184083532.85,14700,327218,45.14,2017-06-05,Jun-2017,0.0795471929019298,Slight or No Change
HDFCBANK,EQ,06-Jun-2017,1635.55,1635.0,1643.8,1630.0,       1639.00,1638.95,1638.5,1250658,2049200642.3,14396,921531,73.68,2017-06-06,Jun-2017,0.20788114090062315,Slight or No Change
HDFCBANK,EQ,07-Jun-2017,1638.95,1640.4,1644.9,1630.35,       1641.30,1640.8,1638.26,638569,1046138986.8,28344,447948,70.15,2017-06-07,Jun-2017,0.112877146953827,Slight or No Change
HDFCBANK,EQ,08-Jun-2017,1640.8,1643.9,1659.4,1641.65,       1643.60,1644.75,1648.3,1062192,1750808057.65,25728,582580,54.85,2017-06-08,Jun-2017,0.24073622623110857,Slight or No Change
HDFCBANK,EQ,09-Jun-2017,1644.75,1640.1,1670.0,1640.1,       1669.90,1666.8,1660.39,1326318,2202209561.65,41645,878389,66.23,2017-06-09,Jun-2017,1.3406292749657878,Positve
HDFCBANK,EQ,12-Jun-2017,1666.8,1664.0,1676.0,1660.0,       1666.00,1668.75,1666.54,992853,1654628890.15,40006,658975,66.37,2017-06-12,Jun-2017,0.11699064074874865,Slight or No Change
HDFCBANK,EQ,13-Jun-2017,1668.75,1661.75,1691.9,1661.0,       1674.00,1676.7,1680.14,1262905,2121860290.15,37080,831771,65.86,2017-06-13,Jun-2017,0.47640449438202115,Slight or No Change
HDFCBANK,EQ,14-Jun-2017,1676.7,1675.0,1679.95,1667.0,       1672.85,1671.2,1672.03,964590,1612824040.55,27840,714323,74.05,2017-06-14,Jun-2017,-0.3280252877676415,Slight or No Change
HDFCBANK,EQ,15-Jun-2017,1671.2,1668.0,1675.6,1653.6,       1665.00,1664.35,1662.08,881673,1465414452.25,17284,530656,60.19,2017-06-15,Jun-2017,-0.40988511249402393,Slight or No Change
HDFCBANK,EQ,16-Jun-2017,1664.35,1665.0,1674.7,1658.1,       1667.00,1669.25,1665.86,938776,1563872404.55,18765,583858,62.19,2017-06-16,Jun-2017,0.2944092288280853,Slight or No Change
HDFCBANK,EQ,19-Jun-2017,1669.25,1671.0,1696.0,1668.4,       1690.70,1692.9,1683.38,956383,1609958237.65,26370,581131,60.76,2017-06-19,Jun-2017,1.416803953871515,Positve
HDFCBANK,EQ,20-Jun-2017,1692.9,1690.0,1694.0,1679.85,       1681.55,1686.55,1686.31,915066,1543084685.5,22817,675274,73.8,2017-06-20,Jun-2017,-0.3750959891310801,Slight or No Change
HDFCBANK,EQ,21-Jun-2017,1686.55,1682.6,1701.25,1679.6,       1696.90,1698.7,1692.56,852733,1443298486.5,13383,435777,51.1,2017-06-21,Jun-2017,0.7204055616495175,Slight Positive
HDFCBANK,EQ,22-Jun-2017,1698.7,1694.95,1716.0,1691.2,       1699.00,1698.0,1705.36,1668865,2846016910.1,47395,870934,52.19,2017-06-22,Jun-2017,-0.041207982574908986,Slight or No Change
HDFCBANK,EQ,23-Jun-2017,1698.0,1702.0,1702.75,1675.2,       1681.10,1678.65,1684.39,1304367,2197062163.5,40032,835308,64.04,2017-06-23,Jun-2017,-1.1395759717314435,Negative
HDFCBANK,EQ,27-Jun-2017,1678.65,1689.0,1695.0,1656.25,       1667.55,1667.65,1673.41,1500108,2510290432.5,41978,966813,64.45,2017-06-27,Jun-2017,-0.6552884758585731,Slight Negative
