Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Date_new,month,Day_Perc_Change,Trend
HDFCBANK,EQ,28-Jun-2017,1667.65,1665.0,1675.0,1657.8,       1666.50,1666.45,1666.08,1112259,1853114829.75,33276,759351,68.27,2017-06-28,Jun-2017,-0.07195754504842888,Slight or No Change
HDFCBANK,EQ,29-Jun-2017,1666.45,1667.0,1681.9,1651.1,       1655.00,1663.05,1666.21,2296927,3827159036.6,41505,1515335,65.97,2017-06-29,Jun-2017,-0.20402652344805317,Slight or No Change
HDFCBANK,EQ,30-Jun-2017,1663.05,1653.8,1660.0,1643.0,       1654.85,1652.05,1654.33,1082608,1790989876.0,20154,686217,63.39,2017-06-30,Jun-2017,-0.6614353146327523,Slight Negative
HDFCBANK,EQ,03-Jul-2017,1652.05,1652.6,1667.5,1647.25,       1660.00,1658.6,1658.07,876083,1452603241.7,29692,555332,63.39,2017-07-03,Jul-2017,0.39647710420387394,Slight or No Change
HDFCBANK,EQ,04-Jul-2017,1658.6,1660.25,1666.7,1652.0,       1653.00,1653.35,1656.45,941520,1559578817.2,29651,629966,66.91,2017-07-04,Jul-2017,-0.31653201495236427,Slight or No Change
HDFCBANK,EQ,05-Jul-2017,1653.35,1653.1,1659.5,1645.0,       1647.15,1648.75,1651.02,1003550,1656877513.35,33969,745305,74.27,2017-07-05,Jul-2017,-0.2782230017842502,Slight or No Change
HDFCBANK,EQ,06-Jul-2017,1648.75,1652.55,1663.0,1651.35,       1658.95,1658.15,1658.74,1142919,1895807617.7,36276,826102,72.28,2017-07-06,Jul-2017,0.5701288855193276,Slight Positive
HDFCBANK,EQ,07-Jul-2017,1658.15,1660.85,1669.6,1658.0,       1665.00,1667.2,1663.38,1379349,2294376290.9,34523,989181,71.71,2017-07-07,Jul-2017,0.5457889816964601,Slight Positive
HDFCBANK,EQ,10-Jul-2017,1667.2,1670.7,1748.0,1661.05,       1674.00,1676.35,1674.39,334769,560535368.7,6377,189620,56.64,2017-07-10,Jul-2017,0.5488243761996081,Slight Positive
HDFCBANK,EQ,11-Jul-2017,1676.35,1677.55,1690.8,1667.1,       1676.15,1680.4,1681.6,1102570,1854082214.5,46609,683669,62.01,2017-07-11,Jul-2017,0.24159632534972442,Slight or No Change
HDFCBANK,EQ,12-Jul-2017,1680.4,1680.0,1685.0,1658.55,       1680.55,1681.25,1675.45,1434723,2403800089.65,39173,807682,56.3,2017-07-12,Jul-2017,0.05058319447750481,Slight or No Change
HDFCBANK,EQ,13-Jul-2017,1681.25,1688.0,1693.3,1679.65,       1681.05,1683.55,1687.47,1120251,1890389586.05,38013,794284,70.9,2017-07-13,Jul-2017,0.13680297397768992,Slight or No Change
HDFCBANK,EQ,14-Jul-2017,1683.55,1683.9,1686.05,1672.0,       1682.00,1679.95,1677.65,610813,1024730172.4,19545,245408,40.18,2017-07-14,Jul-2017,-0.2138338629681269,Slight or No Change
HDFCBANK,EQ,17-Jul-2017,1679.95,1682.55,1687.65,1677.0,       1685.00,1682.35,1681.96,599835,1008899560.35,15125,382911,63.84,2017-07-17,Jul-2017,0.1428613946843571,Slight or No Change
HDFCBANK,EQ,18-Jul-2017,1682.35,1679.7,1687.85,1677.35,       1685.00,1683.55,1683.26,580547,977209674.65,20192,275144,47.39,2017-07-18,Jul-2017,0.07132879602935738,Slight or No Change
HDFCBANK,EQ,19-Jul-2017,1683.55,1685.0,1696.2,1681.85,       1691.40,1692.3,1691.79,996811,1686392425.5,23454,496495,49.81,2017-07-19,Jul-2017,0.5197350836031012,Slight Positive
HDFCBANK,EQ,20-Jul-2017,1692.3,1693.9,1715.0,1688.15,       1712.00,1710.9,1701.51,924619,1573246423.25,29260,475755,51.45,2017-07-20,Jul-2017,1.0990959049813842,Positve
HDFCBANK,EQ,21-Jul-2017,1710.9,1714.1,1715.25,1700.0,       1703.25,1703.05,1708.42,968377,1654392958.35,21353,438841,45.32,2017-07-21,Jul-2017,-0.45882284177919397,Slight or No Change
HDFCBANK,EQ,24-Jul-2017,1703.05,1710.0,1740.0,1695.0,       1736.20,1735.1,1722.12,4919544,8472024384.4,120635,1776089,36.1,2017-07-24,Jul-2017,1.881917735826888,Positve
HDFCBANK,EQ,25-Jul-2017,1735.1,1759.0,1759.0,1733.05,       1735.85,1739.65,1746.35,2790117,4872510632.75,58567,1401306,50.22,2017-07-25,Jul-2017,0.2622327243386735,Slight or No Change
HDFCBANK,EQ,26-Jul-2017,1739.65,1742.0,1755.0,1732.5,       1751.25,1747.55,1743.52,973836,1697904581.95,30206,460853,47.32,2017-07-26,Jul-2017,0.4541143333429032,Slight or No Change
HDFCBANK,EQ,27-Jul-2017,1747.55,1756.0,1798.8,1751.55,       1785.10,1789.65,1783.31,4490428,8007829721.7,53641,2776563,61.83,2017-07-27,Jul-2017,2.409087007524824,Positve
HDFCBANK,EQ,28-Jul-2017,1789.65,1772.0,1786.5,1761.1,       1774.40,1778.5,1773.42,2313849,4103424871.75,75518,1381677,59.71,2017-07-28,Jul-2017,-0.6230268488251922,Slight Negative
HDFCBANK,EQ,31-Jul-2017,1778.5,1777.55,1791.0,1766.55,       1782.00,1784.4,1778.4,1842285,3276319757.45,29449,1101211,59.77,2017-07-31,Jul-2017,0.33174023053135215,Slight or No Change
HDFCBANK,EQ,01-Aug-2017,1784.4,1781.85,1809.15,1772.2,       1806.00,1797.2,1787.29,2129215,3805526020.35,39634,1331147,62.52,2017-08-01,Aug-2017,0.7173279533736698,Slight Positive
HDFCBANK,EQ,02-Aug-2017,1797.2,1807.0,1807.0,1782.05,       1789.40,1791.65,1793.32,1849479,3316710577.8,28704,1073262,58.03,2017-08-02,Aug-2017,-0.3088137102158939,Slight or No Change
HDFCBANK,EQ,03-Aug-2017,1791.65,1788.0,1792.0,1774.4,       1777.00,1779.95,1784.16,1064196,1898691929.45,40189,532455,50.03,2017-08-03,Aug-2017,-0.6530293305054058,Slight Negative
HDFCBANK,EQ,04-Aug-2017,1779.95,1777.0,1796.75,1766.15,       1788.00,1790.25,1783.23,886267,1580414900.5,27909,492301,55.55,2017-08-04,Aug-2017,0.5786679401106776,Slight Positive
HDFCBANK,EQ,07-Aug-2017,1790.25,1786.0,1796.45,1785.0,       1788.95,1788.55,1788.9,479665,858070796.5,23375,258332,53.86,2017-08-07,Aug-2017,-0.09495880463622486,Slight or No Change
HDFCBANK,EQ,08-Aug-2017,1788.55,1792.1,1797.25,1766.1,       1776.20,1777.9,1777.66,1008843,1793381528.15,22100,480607,47.64,2017-08-08,Aug-2017,-0.5954544183836008,Slight Negative
HDFCBANK,EQ,09-Aug-2017,1777.9,1771.0,1777.05,1758.35,       1764.85,1764.45,1765.73,817514,1443509253.85,28969,367123,44.91,2017-08-09,Aug-2017,-0.7565104899038166,Slight Negative
HDFCBANK,EQ,10-Aug-2017,1764.45,1760.0,1766.0,1752.85,       1759.90,1760.45,1759.88,1947111,3426688670.75,25032,824172,42.33,2017-08-10,Aug-2017,-0.226699538099695,Slight or No Change
HDFCBANK,EQ,11-Aug-2017,1760.45,1745.0,1758.0,1731.15,       1751.55,1749.05,1745.33,1589959,2775004879.35,44760,933883,58.74,2017-08-11,Aug-2017,-0.6475617029736758,Slight Negative
HDFCBANK,EQ,14-Aug-2017,1749.05,1753.0,1774.95,1748.0,       1756.00,1757.2,1763.29,894271,1576861460.0,29948,381974,42.71,2017-08-14,Aug-2017,0.46596723935852236,Slight or No Change
HDFCBANK,EQ,16-Aug-2017,1757.2,1762.35,1789.8,1748.55,       1780.00,1781.25,1771.34,1106708,1960350803.55,33007,548143,49.53,2017-08-16,Aug-2017,1.3686546778966413,Positve
HDFCBANK,EQ,17-Aug-2017,1781.25,1776.25,1780.95,1753.75,       1768.00,1765.4,1770.23,1363717,2414091935.05,28952,430581,31.57,2017-08-17,Aug-2017,-0.8898245614035072,Slight Negative
HDFCBANK,EQ,18-Aug-2017,1765.4,1760.0,1761.0,1743.0,       1754.25,1752.15,1750.79,926866,1622750045.0,32410,591150,63.78,2017-08-18,Aug-2017,-0.7505381216721396,Slight Negative
HDFCBANK,EQ,21-Aug-2017,1752.15,1754.0,1759.0,1738.2,       1742.15,1743.2,1747.56,1002431,1751811096.15,29000,652267,65.07,2017-08-21,Aug-2017,-0.5108010158947573,Slight Negative
HDFCBANK,EQ,22-Aug-2017,1743.2,1751.3,1754.0,1736.8,       1748.55,1747.0,1744.99,1652389,2883401579.9,61483,1038533,62.85,2017-08-22,Aug-2017,0.21798990362551507,Slight or No Change
HDFCBANK,EQ,23-Aug-2017,1747.0,1750.0,1777.95,1750.0,       1769.10,1772.45,1767.91,840131,1485274496.2,28305,449582,53.51,2017-08-23,Aug-2017,1.4567830566685869,Positve
HDFCBANK,EQ,24-Aug-2017,1772.45,1774.9,1774.95,1759.15,       1767.50,1762.5,1764.17,1969569,3474659289.25,29178,584539,29.68,2017-08-24,Aug-2017,-0.5613698552850654,Slight Negative
HDFCBANK,EQ,28-Aug-2017,1762.5,1762.4,1771.15,1758.35,       1759.75,1762.25,1764.02,376946,664940795.75,18676,164586,43.66,2017-08-28,Aug-2017,-0.014184397163119478,Slight or No Change
HDFCBANK,EQ,29-Aug-2017,1762.25,1759.0,1759.0,1738.0,       1748.95,1746.15,1744.1,1229649,2144630136.0,25477,657465,53.47,2017-08-29,Aug-2017,-0.9136047666335578,Slight Negative
HDFCBANK,EQ,30-Aug-2017,1746.15,1751.95,1770.0,1750.05,       1769.65,1768.55,1763.86,673580,1188103641.85,18278,340011,50.48,2017-08-30,Aug-2017,1.282822208859491,Positve
HDFCBANK,EQ,31-Aug-2017,1768.55,1772.0,1779.85,1756.4,       1769.00,1776.45,1772.21,1825859,3235800483.15,36463,844787,46.27,2017-08-31,Aug-2017,0.44669361906646277,Slight or No Change
HDFCBANK,EQ,01-Sep-2017,1776.45,1781.0,1781.45,1761.1,       1765.00,1767.6,1771.67,573793,1016570200.0,19096,240856,41.98,2017-09-01,Sep-2017,-0.4981845816093955,Slight or No Change
HDFCBANK,EQ,04-Sep-2017,1767.6,1765.0,1765.0,1746.1,       1750.00,1750.9,1752.37,910631,1595764535.85,31359,527482,57.92,2017-09-04,Sep-2017,-0.9447838877574055,Slight Negative
HDFCBANK,EQ,05-Sep-2017,1750.9,1757.0,1764.9,1751.0,       1755.00,1755.35,1757.77,920609,1618215150.85,24788,439271,47.72,2017-09-05,Sep-2017,0.2541550059969033,Slight or No Change
HDFCBANK,EQ,06-Sep-2017,1755.35,1743.75,1762.8,1738.0,       1761.55,1759.9,1753.59,1437908,2521503245.4,24340,869626,60.48,2017-09-06,Sep-2017,0.2592075654427983,Slight or No Change
HDFCBANK,EQ,07-Sep-2017,1759.9,1760.1,1776.75,1760.1,       1765.25,1766.55,1766.63,1736605,3067935845.9,27641,605806,34.88,2017-09-07,Sep-2017,0.3778623785442248,Slight or No Change
HDFCBANK,EQ,08-Sep-2017,1766.55,1773.4,1790.0,1771.0,       1785.00,1787.65,1781.89,2077916,3702622520.6,33955,1234323,59.4,2017-09-08,Sep-2017,1.1944184993348594,Positve
HDFCBANK,EQ,11-Sep-2017,1787.65,1793.0,1829.0,1790.2,       1822.00,1823.35,1816.72,2869419,5212939744.6,88980,1733975,60.43,2017-09-11,Sep-2017,1.997035213828191,Positve
HDFCBANK,EQ,12-Sep-2017,1823.35,1827.7,1839.9,1818.3,       1837.10,1835.2,1833.12,1671920,3064825860.1,67989,919925,55.02,2017-09-12,Sep-2017,0.6499026517125195,Slight Positive
HDFCBANK,EQ,13-Sep-2017,1835.2,1835.0,1849.0,1824.0,       1843.25,1841.85,1841.58,1248844,2299847291.95,30091,657075,52.61,2017-09-13,Sep-2017,0.3623583260679908,Slight or No Change
HDFCBANK,EQ,14-Sep-2017,1841.85,1840.15,1852.5,1831.5,       1840.00,1839.4,1839.93,2038504,3750701010.7,29517,557209,27.33,2017-09-14,Sep-2017,-0.13301843255421053,Slight or No Change
HDFCBANK,EQ,15-Sep-2017,1839.4,1836.0,1851.8,1833.45,       1850.00,1848.95,1845.98,941833,1738607041.2,24200,487645,51.78,2017-09-15,Sep-2017,0.5191910405567102,Slight Positive
HDFCBANK,EQ,18-Sep-2017,1848.95,1853.55,1864.45,1852.5,       1860.00,1860.45,1861.58,1021232,1901109128.2,29374,754277,73.86,2017-09-18,Sep-2017,0.621974634251865,Slight Positive
HDFCBANK,EQ,19-Sep-2017,1860.45,1864.9,1868.0,1847.55,       1847.55,1849.7,1858.58,1060367,1970780896.0,23565,684467,64.55,2017-09-19,Sep-2017,-0.577817194764707,Slight Negative
HDFCBANK,EQ,20-Sep-2017,1849.7,1848.0,1861.45,1845.25,       1850.00,1848.85,1850.15,861532,1593967559.2,26905,579361,67.25,2017-09-20,Sep-2017,-0.04595339784830843,Slight or No Change
HDFCBANK,EQ,21-Sep-2017,1848.85,1848.0,1848.5,1830.7,       1843.00,1839.1,1839.29,1928124,3546374079.25,50920,1006098,52.18,2017-09-21,Sep-2017,-0.5273548421992014,Slight Negative
HDFCBANK,EQ,22-Sep-2017,1839.1,1834.8,1838.95,1820.0,       1823.00,1824.1,1826.77,2060881,3764746963.9,52897,1491250,72.36,2017-09-22,Sep-2017,-0.8156163340764522,Slight Negative
HDFCBANK,EQ,25-Sep-2017,1824.1,1822.45,1822.45,1792.6,       1798.80,1799.75,1802.36,2537307,4573149061.6,86102,1735249,68.39,2017-09-25,Sep-2017,-1.3349048846006184,Negative
HDFCBANK,EQ,26-Sep-2017,1799.75,1789.05,1796.6,1785.0,       1791.00,1792.3,1790.07,2859683,5119024677.3,69670,2089818,73.08,2017-09-26,Sep-2017,-0.41394638144186535,Slight or No Change
HDFCBANK,EQ,27-Sep-2017,1792.3,1796.0,1805.6,1770.0,       1780.55,1776.5,1779.35,1834305,3263870334.3,50529,1187303,64.73,2017-09-27,Sep-2017,-0.881548847849134,Slight Negative
HDFCBANK,EQ,28-Sep-2017,1776.5,1774.0,1799.0,1763.3,       1795.00,1795.3,1789.02,6911616,12365024438.9,97472,3794792,54.9,2017-09-28,Sep-2017,1.0582606248240811,Positve
HDFCBANK,EQ,29-Sep-2017,1795.3,1800.1,1822.0,1796.25,       1800.05,1805.7,1812.45,1553408,2815470649.5,58153,1016550,65.44,2017-09-29,Sep-2017,0.5792903692976248,Slight Positive
HDFCBANK,EQ,03-Oct-2017,1805.7,1808.0,1821.0,1797.1,       1810.20,1808.85,1811.27,1098606,1989876645.7,34504,589947,53.7,2017-10-03,Oct-2017,0.1744475826549241,Slight or No Change
HDFCBANK,EQ,04-Oct-2017,1808.85,1807.9,1811.9,1793.35,       1794.00,1797.0,1804.18,1656276,2988217758.3,25580,1215255,73.37,2017-10-04,Oct-2017,-0.6551123642092982,Slight Negative
HDFCBANK,EQ,05-Oct-2017,1797.0,1795.0,1805.0,1793.1,       1798.80,1798.6,1800.4,834049,1501622831.9,38155,427038,51.2,2017-10-05,Oct-2017,0.0890372843628251,Slight or No Change
HDFCBANK,EQ,06-Oct-2017,1798.6,1798.0,1804.45,1794.0,       1799.95,1800.1,1799.53,757665,1363439873.3,24959,376128,49.64,2017-10-06,Oct-2017,0.08339819859890518,Slight or No Change
HDFCBANK,EQ,09-Oct-2017,1800.1,1798.8,1803.0,1790.5,       1795.15,1795.5,1797.35,765623,1376094774.5,27930,520471,67.98,2017-10-09,Oct-2017,-0.2555413588133937,Slight or No Change
HDFCBANK,EQ,10-Oct-2017,1795.5,1799.0,1814.95,1792.65,       1800.00,1802.7,1806.18,949545,1715046387.4,30047,516925,54.44,2017-10-10,Oct-2017,0.4010025062656686,Slight or No Change
HDFCBANK,EQ,11-Oct-2017,1802.7,1803.25,1815.25,1787.6,       1789.00,1790.15,1802.03,1316860,2373017278.75,36368,902433,68.53,2017-10-11,Oct-2017,-0.6961779552892899,Slight Negative
HDFCBANK,EQ,12-Oct-2017,1790.15,1795.1,1821.45,1788.0,       1820.00,1818.8,1805.42,1345390,2428990122.5,20722,650121,48.32,2017-10-12,Oct-2017,1.6004245454291466,Positve
HDFCBANK,EQ,13-Oct-2017,1818.8,1826.7,1856.55,1822.0,       1848.90,1850.8,1845.91,1608366,2968902053.05,38331,921394,57.29,2017-10-13,Oct-2017,1.7594018033868508,Positve
HDFCBANK,EQ,16-Oct-2017,1850.8,1860.0,1873.25,1842.0,       1854.15,1857.15,1857.21,818636,1520380114.65,17387,282082,34.46,2017-10-16,Oct-2017,0.3430948778906595,Slight or No Change
HDFCBANK,EQ,17-Oct-2017,1857.15,1850.0,1853.7,1839.1,       1848.95,1851.25,1848.53,653322,1207682521.05,21579,286796,43.9,2017-10-17,Oct-2017,-0.31769108580351757,Slight or No Change
HDFCBANK,EQ,18-Oct-2017,1851.25,1841.0,1875.0,1839.0,       1866.25,1868.5,1864.24,981680,1830089740.8,21247,454935,46.34,2017-10-18,Oct-2017,0.931802835921669,Slight Positive
HDFCBANK,EQ,19-Oct-2017,1868.5,1861.8,1865.0,1840.65,       1845.00,1848.4,1853.98,142502,264195241.2,5682,69002,48.42,2017-10-19,Oct-2017,-1.0757291945410752,Negative
HDFCBANK,EQ,23-Oct-2017,1848.4,1859.9,1869.7,1836.05,       1865.85,1863.3,1850.99,1040723,1926372969.3,30073,581885,55.91,2017-10-23,Oct-2017,0.8061025752001738,Slight Positive
HDFCBANK,EQ,24-Oct-2017,1863.3,1863.0,1879.6,1853.0,       1866.55,1867.1,1866.12,2832218,5285245263.55,66436,848580,29.96,2017-10-24,Oct-2017,0.20393924757151627,Slight or No Change
HDFCBANK,EQ,25-Oct-2017,1867.1,1860.0,1863.0,1785.0,       1795.15,1795.1,1800.74,5341802,9619220470.25,173315,3343490,62.59,2017-10-25,Oct-2017,-3.856247656793954,Among Top Losers
HDFCBANK,EQ,26-Oct-2017,1795.1,1768.0,1810.0,1757.85,       1791.70,1795.35,1789.19,7142866,12779964395.95,184420,4974132,69.64,2017-10-26,Oct-2017,0.013926800735331035,Slight or No Change
HDFCBANK,EQ,27-Oct-2017,1795.35,1804.4,1807.5,1779.0,       1787.90,1791.05,1792.86,1868022,3349109113.65,49615,1118984,59.9,2017-10-27,Oct-2017,-0.23950761689920386,Slight or No Change
HDFCBANK,EQ,30-Oct-2017,1791.05,1798.25,1816.0,1792.4,       1815.75,1815.0,1805.49,1355588,2447503452.15,27755,880144,64.93,2017-10-30,Oct-2017,1.3372044331537492,Positve
HDFCBANK,EQ,31-Oct-2017,1815.0,1811.5,1811.5,1799.25,       1809.45,1808.5,1805.2,1170615,2113192779.85,55768,722914,61.76,2017-10-31,Oct-2017,-0.3581267217630857,Slight or No Change
HDFCBANK,EQ,01-Nov-2017,1808.5,1815.1,1825.0,1812.0,       1822.50,1821.2,1819.3,1047653,1905990950.35,26503,573002,54.69,2017-11-01,Nov-2017,0.7022394249377895,Slight Positive
HDFCBANK,EQ,02-Nov-2017,1821.2,1823.0,1829.8,1816.95,       1820.00,1822.1,1822.05,1184486,2158197543.05,30785,739301,62.42,2017-11-02,Nov-2017,0.049417966176146244,Slight or No Change
HDFCBANK,EQ,03-Nov-2017,1822.1,1825.7,1840.0,1821.6,       1830.00,1830.7,1829.95,952622,1743253303.15,50442,561501,58.94,2017-11-03,Nov-2017,0.47198287690028984,Slight or No Change
HDFCBANK,EQ,06-Nov-2017,1830.7,1825.0,1840.0,1822.6,       1828.00,1828.6,1833.27,1537061,2817847902.95,51333,821944,53.48,2017-11-06,Nov-2017,-0.11471022013438414,Slight or No Change
HDFCBANK,EQ,07-Nov-2017,1828.6,1838.0,1844.95,1820.75,       1825.00,1823.7,1828.67,1861594,3404233842.3,41972,1396048,74.99,2017-11-07,Nov-2017,-0.2679645630536909,Slight or No Change
HDFCBANK,EQ,08-Nov-2017,1823.7,1825.2,1833.6,1819.0,       1822.60,1825.95,1826.22,820786,1498935108.3,20749,498960,60.79,2017-11-08,Nov-2017,0.12337555518999732,Slight or No Change
HDFCBANK,EQ,09-Nov-2017,1825.95,1827.0,1835.0,1821.1,       1834.00,1827.85,1826.26,778327,1421424359.7,12695,381328,48.99,2017-11-09,Nov-2017,0.10405542320435224,Slight or No Change
HDFCBANK,EQ,10-Nov-2017,1827.85,1821.7,1834.8,1812.35,       1823.95,1822.0,1821.63,1936090,3526848073.95,22186,1525422,78.79,2017-11-10,Nov-2017,-0.32004814399430037,Slight or No Change
HDFCBANK,EQ,13-Nov-2017,1822.0,1822.0,1823.15,1795.0,       1814.25,1813.55,1806.89,833968,1506888248.8,25953,529394,63.48,2017-11-13,Nov-2017,-0.46377607025247514,Slight or No Change
HDFCBANK,EQ,14-Nov-2017,1813.55,1815.9,1819.0,1800.0,       1801.35,1802.35,1805.86,1178117,2127513692.85,33880,898608,76.27,2017-11-14,Nov-2017,-0.6175732678999735,Slight Negative
HDFCBANK,EQ,15-Nov-2017,1802.35,1798.0,1803.65,1788.0,       1799.25,1800.25,1796.37,1537092,2761182588.85,26862,1177181,76.58,2017-11-15,Nov-2017,-0.11651455044802139,Slight or No Change
HDFCBANK,EQ,16-Nov-2017,1800.25,1804.0,1816.0,1795.2,       1812.95,1807.7,1807.23,1003243,1813088828.0,32161,631891,62.98,2017-11-16,Nov-2017,0.41383141230384446,Slight or No Change
HDFCBANK,EQ,17-Nov-2017,1807.7,1828.7,1838.3,1813.15,       1822.00,1825.55,1827.72,1589693,2905508996.75,44931,797013,50.14,2017-11-17,Nov-2017,0.987442606627198,Slight Positive
HDFCBANK,EQ,20-Nov-2017,1825.55,1829.0,1839.7,1829.0,       1836.05,1838.15,1836.08,598106,1098170760.45,30131,336543,56.27,2017-11-20,Nov-2017,0.6902029525348574,Slight Positive
HDFCBANK,EQ,21-Nov-2017,1838.15,1837.45,1850.0,1836.1,       1848.00,1846.25,1845.41,568883,1049822787.25,17143,349608,61.46,2017-11-21,Nov-2017,0.44066044664472503,Slight or No Change
HDFCBANK,EQ,22-Nov-2017,1846.25,1849.7,1860.0,1844.55,       1854.60,1855.25,1853.89,1415199,2623628896.95,31420,944319,66.73,2017-11-22,Nov-2017,0.4874746106973582,Slight or No Change
HDFCBANK,EQ,23-Nov-2017,1855.25,1859.0,1860.0,1838.0,       1840.00,1842.85,1847.79,808145,1493278728.15,16903,492990,61.0,2017-11-23,Nov-2017,-0.6683735345640818,Slight Negative
HDFCBANK,EQ,24-Nov-2017,1842.85,1843.0,1857.8,1841.0,       1857.50,1851.4,1848.31,1300921,2404501397.4,26271,979768,75.31,2017-11-24,Nov-2017,0.4639552866483987,Slight or No Change
HDFCBANK,EQ,27-Nov-2017,1851.4,1849.0,1862.0,1845.6,       1860.15,1857.55,1852.09,967618,1792111671.55,75853,622801,64.36,2017-11-27,Nov-2017,0.33218105217671656,Slight or No Change
HDFCBANK,EQ,28-Nov-2017,1857.55,1856.0,1871.0,1855.85,       1867.15,1865.35,1866.29,1272635,2375105182.85,44306,921267,72.39,2017-11-28,Nov-2017,0.4199079432585906,Slight or No Change
HDFCBANK,EQ,29-Nov-2017,1865.35,1865.0,1875.5,1855.8,       1873.00,1873.3,1869.11,818646,1530142584.45,17331,476557,58.21,2017-11-29,Nov-2017,0.42619347575523214,Slight or No Change
HDFCBANK,EQ,30-Nov-2017,1873.3,1868.7,1873.95,1840.0,       1852.75,1853.7,1859.89,1449078,2695122047.35,37220,770804,53.19,2017-11-30,Nov-2017,-1.0462819623124897,Negative
HDFCBANK,EQ,01-Dec-2017,1853.7,1854.9,1860.0,1844.1,       1850.85,1848.2,1850.81,964537,1785177398.1,39290,598556,62.06,2017-12-01,Dec-2017,-0.2967038895182572,Slight or No Change
HDFCBANK,EQ,04-Dec-2017,1848.2,1854.9,1854.9,1830.1,       1836.30,1834.1,1840.43,910483,1675680713.0,36729,629502,69.14,2017-12-04,Dec-2017,-0.7629044475706115,Slight Negative
HDFCBANK,EQ,05-Dec-2017,1834.1,1826.0,1828.55,1807.0,       1824.90,1820.45,1818.21,973340,1769739387.85,30980,546351,56.13,2017-12-05,Dec-2017,-0.7442342293222715,Slight Negative
HDFCBANK,EQ,06-Dec-2017,1820.45,1819.95,1821.35,1799.0,       1799.30,1803.3,1809.42,1598780,2892866502.15,47014,1164494,72.84,2017-12-06,Dec-2017,-0.9420747617347458,Slight Negative
HDFCBANK,EQ,07-Dec-2017,1803.3,1806.65,1816.6,1803.1,       1810.90,1809.65,1809.12,1057826,1913737162.85,49113,626080,59.19,2017-12-07,Dec-2017,0.35213220207397367,Slight or No Change
HDFCBANK,EQ,08-Dec-2017,1809.65,1814.0,1853.0,1814.0,       1842.25,1840.4,1839.43,2239100,4118673540.75,38922,1482220,66.2,2017-12-08,Dec-2017,1.6992236067747912,Positve
HDFCBANK,EQ,11-Dec-2017,1840.4,1848.0,1851.75,1840.0,       1846.40,1846.4,1846.99,799558,1476774981.65,45584,490124,61.3,2017-12-11,Dec-2017,0.32601608346012334,Slight or No Change
HDFCBANK,EQ,12-Dec-2017,1846.4,1849.1,1849.9,1815.95,       1818.00,1819.9,1826.78,602647,1100901256.8,17546,315406,52.34,2017-12-12,Dec-2017,-1.4352253032928974,Negative
HDFCBANK,EQ,13-Dec-2017,1819.9,1820.05,1845.0,1815.1,       1821.40,1821.35,1832.2,726865,1331763552.75,27628,270762,37.25,2017-12-13,Dec-2017,0.07967470740148919,Slight or No Change
HDFCBANK,EQ,14-Dec-2017,1821.35,1824.0,1840.0,1812.0,       1837.10,1838.05,1826.18,920773,1681496960.9,21825,441606,47.96,2017-12-14,Dec-2017,0.9169022977461694,Slight Positive
HDFCBANK,EQ,15-Dec-2017,1838.05,1856.0,1888.0,1855.5,       1871.00,1873.45,1877.73,3112531,5844489331.25,68576,1845713,59.3,2017-12-15,Dec-2017,1.9259541361769328,Positve
HDFCBANK,EQ,18-Dec-2017,1873.45,1855.0,1899.0,1809.3,       1878.40,1878.95,1876.25,3074497,5768529010.9,46417,1558319,50.69,2017-12-18,Dec-2017,0.29357602284554307,Slight or No Change
HDFCBANK,EQ,19-Dec-2017,1878.95,1879.8,1893.65,1876.15,       1886.95,1884.5,1884.02,1238028,2332475336.0,34874,666370,53.83,2017-12-19,Dec-2017,0.2953777375661826,Slight or No Change
HDFCBANK,EQ,20-Dec-2017,1884.5,1898.9,1903.1,1863.65,       1866.35,1868.15,1885.29,2335876,4403801177.45,83598,1303739,55.81,2017-12-20,Dec-2017,-0.8676041390289102,Slight Negative
HDFCBANK,EQ,21-Dec-2017,1868.15,1879.9,1885.0,1865.2,       1866.05,1868.3,1871.04,1713636,3206288352.65,57272,1059344,61.82,2017-12-21,Dec-2017,0.008029333832926255,Slight or No Change
HDFCBANK,EQ,22-Dec-2017,1868.3,1879.0,1880.0,1861.75,       1874.65,1876.65,1870.36,1117726,2090553505.8,46791,609701,54.55,2017-12-22,Dec-2017,0.4469303645024958,Slight or No Change
HDFCBANK,EQ,26-Dec-2017,1876.65,1881.0,1882.8,1856.7,       1870.00,1868.35,1867.6,1696424,3168235275.05,23017,1186061,69.92,2017-12-26,Dec-2017,-0.4422774624996739,Slight or No Change
HDFCBANK,EQ,27-Dec-2017,1868.35,1870.1,1870.3,1851.15,       1852.50,1856.75,1863.9,872346,1625967980.3,21881,569939,65.33,2017-12-27,Dec-2017,-0.6208686809216601,Slight Negative
HDFCBANK,EQ,28-Dec-2017,1856.75,1858.9,1880.9,1858.0,       1870.05,1878.05,1873.07,2175130,4074175062.75,42854,1373463,63.14,2017-12-28,Dec-2017,1.1471657466002316,Positve
HDFCBANK,EQ,29-Dec-2017,1878.05,1876.8,1879.2,1868.15,       1871.40,1872.4,1873.42,1586468,2972120303.05,29466,1059416,66.78,2017-12-29,Dec-2017,-0.3008439604909263,Slight or No Change
