Date,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,month,Day_Perc_Change,Trend,ave,upper,lower
2017-06-30,HDFCBANK,EQ,1663.05,1653.8,1660.0,1643.0,1654.85,1652.05,1654.33,1082608,1790989876.0,20154,686217,63.39,Jun-2017,-0.6614353146327523,Slight Negative,1675.304,1703.348,1647.259
2017-07-03,HDFCBANK,EQ,1652.05,1652.6,1667.5,1647.25,1660.0,1658.6,1658.07,876083,1452603241.7,29692,555332,63.39,Jul-2017,0.3964771042038739,Slight or No Change,1674.579,1703.85,1645.307
2017-07-04,HDFCBANK,EQ,1658.6,1660.25,1666.7,1652.0,1653.0,1653.35,1656.45,941520,1559578817.2,29651,629966,66.91,Jul-2017,-0.3165320149523643,Slight or No Change,1672.911,1704.25,1641.572
2017-07-05,HDFCBANK,EQ,1653.35,1653.1,1659.5,1645.0,1647.15,1648.75,1651.02,1003550,1656877513.35,33969,745305,74.27,Jul-2017,-0.2782230017842502,Slight or No Change,1671.307,1705.215,1637.399
2017-07-06,HDFCBANK,EQ,1648.75,1652.55,1663.0,1651.35,1658.95,1658.15,1658.74,1142919,1895807617.7,36276,826102,72.28,Jul-2017,0.5701288855193276,Slight Positive,1670.864,1705.322,1636.407
2017-07-07,HDFCBANK,EQ,1658.15,1660.85,1669.6,1658.0,1665.0,1667.2,1663.38,1379349,2294376290.9,34523,989181,71.71,Jul-2017,0.5457889816964601,Slight Positive,1670.718,1705.222,1636.214
2017-07-10,HDFCBANK,EQ,1667.2,1670.7,1748.0,1661.05,1674.0,1676.35,1674.39,334769,560535368.7,6377,189620,56.64,Jul-2017,0.5488243761996081,Slight Positive,1669.536,1701.829,1637.242
2017-07-11,HDFCBANK,EQ,1676.35,1677.55,1690.8,1667.1,1676.15,1680.4,1681.6,1102570,1854082214.5,46609,683669,62.01,Jul-2017,0.2415963253497244,Slight or No Change,1669.096,1700.549,1637.643
2017-07-12,HDFCBANK,EQ,1680.4,1680.0,1685.0,1658.55,1680.55,1681.25,1675.45,1434723,2403800089.65,39173,807682,56.3,Jul-2017,0.05058319447750481,Slight or No Change,1667.85,1695.389,1640.311
2017-07-13,HDFCBANK,EQ,1681.25,1688.0,1693.3,1679.65,1681.05,1683.55,1687.47,1120251,1890389586.05,38013,794284,70.9,Jul-2017,0.13680297397768992,Slight or No Change,1666.818,1690.269,1643.367
2017-07-14,HDFCBANK,EQ,1683.55,1683.9,1686.05,1672.0,1682.0,1679.95,1677.65,610813,1024730172.4,19545,245408,40.18,Jul-2017,-0.2138338629681269,Slight or No Change,1666.911,1690.573,1643.249
2017-07-17,HDFCBANK,EQ,1679.95,1682.55,1687.65,1677.0,1685.0,1682.35,1681.96,599835,1008899560.35,15125,382911,63.84,Jul-2017,0.1428613946843571,Slight or No Change,1667.961,1693.027,1642.894
2017-07-18,HDFCBANK,EQ,1682.35,1679.7,1687.85,1677.35,1685.0,1683.55,1683.26,580547,977209674.65,20192,275144,47.39,Jul-2017,0.07132879602935738,Slight or No Change,1669.182,1695.564,1642.801
2017-07-19,HDFCBANK,EQ,1683.55,1685.0,1696.2,1681.85,1691.4,1692.3,1691.79,996811,1686392425.5,23454,496495,49.81,Jul-2017,0.5197350836031012,Slight Positive,1671.271,1700.082,1642.461
2017-07-20,HDFCBANK,EQ,1692.3,1693.9,1715.0,1688.15,1712.0,1710.9,1701.51,924619,1573246423.25,29260,475755,51.45,Jul-2017,1.0990959049813842,Positve,1675.475,1708.993,1641.957
2017-07-21,HDFCBANK,EQ,1710.9,1714.1,1715.25,1700.0,1703.25,1703.05,1708.42,968377,1654392958.35,21353,438841,45.32,Jul-2017,-0.458822841779194,Slight or No Change,1678.65,1713.67,1643.63
2017-07-24,HDFCBANK,EQ,1703.05,1710.0,1740.0,1695.0,1736.2,1735.1,1722.12,4919544,8472024384.4,120635,1776089,36.1,Jul-2017,1.8819177358268881,Positve,1684.489,1727.652,1641.326
2017-07-25,HDFCBANK,EQ,1735.1,1759.0,1759.0,1733.05,1735.85,1739.65,1746.35,2790117,4872510632.75,58567,1401306,50.22,Jul-2017,0.2622327243386735,Slight or No Change,1690.982,1738.148,1643.816
2017-07-26,HDFCBANK,EQ,1739.65,1742.0,1755.0,1732.5,1751.25,1747.55,1743.52,973836,1697904581.95,30206,460853,47.32,Jul-2017,0.4541143333429032,Slight or No Change,1697.368,1749.348,1645.388
2017-07-27,HDFCBANK,EQ,1747.55,1756.0,1798.8,1751.55,1785.1,1789.65,1783.31,4490428,8007829721.7,53641,2776563,61.83,Jul-2017,2.4090870075248243,Positve,1706.114,1774.763,1637.466
2017-07-28,HDFCBANK,EQ,1789.65,1772.0,1786.5,1761.1,1774.4,1778.5,1773.42,2313849,4103424871.75,75518,1381677,59.71,Jul-2017,-0.6230268488251922,Slight Negative,1713.411,1789.719,1637.103
2017-07-31,HDFCBANK,EQ,1778.5,1777.55,1791.0,1766.55,1782.0,1784.4,1778.4,1842285,3276319757.45,29449,1101211,59.77,Jul-2017,0.3317402305313521,Slight or No Change,1720.839,1803.305,1638.374
2017-08-01,HDFCBANK,EQ,1784.4,1781.85,1809.15,1772.2,1806.0,1797.2,1787.29,2129215,3805526020.35,39634,1331147,62.52,Aug-2017,0.7173279533736698,Slight Positive,1729.121,1817.535,1640.708
2017-08-02,HDFCBANK,EQ,1797.2,1807.0,1807.0,1782.05,1789.4,1791.65,1793.32,1849479,3316710577.8,28704,1073262,58.03,Aug-2017,-0.3088137102158939,Slight or No Change,1736.843,1826.977,1646.709
2017-08-03,HDFCBANK,EQ,1791.65,1788.0,1792.0,1774.4,1777.0,1779.95,1784.16,1064196,1898691929.45,40189,532455,50.03,Aug-2017,-0.6530293305054058,Slight Negative,1743.986,1830.474,1657.498
2017-08-04,HDFCBANK,EQ,1779.95,1777.0,1796.75,1766.15,1788.0,1790.25,1783.23,886267,1580414900.5,27909,492301,55.55,Aug-2017,0.5786679401106776,Slight Positive,1751.693,1833.632,1669.754
2017-08-07,HDFCBANK,EQ,1790.25,1786.0,1796.45,1785.0,1788.95,1788.55,1788.9,479665,858070796.5,23375,258332,53.86,Aug-2017,-0.09495880463622486,Slight or No Change,1759.193,1833.091,1685.295
2017-08-08,HDFCBANK,EQ,1788.55,1792.1,1797.25,1766.1,1776.2,1777.9,1777.66,1008843,1793381528.15,22100,480607,47.64,Aug-2017,-0.5954544183836008,Slight Negative,1765.307,1828.795,1701.819
2017-08-09,HDFCBANK,EQ,1777.9,1771.0,1777.05,1758.35,1764.85,1764.45,1765.73,817514,1443509253.85,28969,367123,44.91,Aug-2017,-0.7565104899038166,Slight Negative,1769.132,1824.423,1713.841
2017-08-10,HDFCBANK,EQ,1764.45,1760.0,1766.0,1752.85,1759.9,1760.45,1759.88,1947111,3426688670.75,25032,824172,42.33,Aug-2017,-0.226699538099695,Slight or No Change,1773.232,1814.027,1732.437
2017-08-11,HDFCBANK,EQ,1760.45,1745.0,1758.0,1731.15,1751.55,1749.05,1745.33,1589959,2775004879.35,44760,933883,58.74,Aug-2017,-0.6475617029736758,Slight Negative,1774.229,1811.545,1736.913
2017-08-14,HDFCBANK,EQ,1749.05,1753.0,1774.95,1748.0,1756.0,1757.2,1763.29,894271,1576861460.0,29948,381974,42.71,Aug-2017,0.4659672393585224,Slight or No Change,1775.482,1808.754,1742.21
2017-08-16,HDFCBANK,EQ,1757.2,1762.35,1789.8,1748.55,1780.0,1781.25,1771.34,1106708,1960350803.55,33007,548143,49.53,Aug-2017,1.3686546778966413,Positve,1777.889,1807.083,1748.696
2017-08-17,HDFCBANK,EQ,1781.25,1776.25,1780.95,1753.75,1768.0,1765.4,1770.23,1363717,2414091935.05,28952,430581,31.57,Aug-2017,-0.8898245614035072,Slight Negative,1776.157,1805.222,1747.092
2017-08-18,HDFCBANK,EQ,1765.4,1760.0,1761.0,1743.0,1754.25,1752.15,1750.79,926866,1622750045.0,32410,591150,63.78,Aug-2017,-0.7505381216721396,Slight Negative,1774.275,1805.979,1742.571
2017-08-21,HDFCBANK,EQ,1752.15,1754.0,1759.0,1738.2,1742.15,1743.2,1747.56,1002431,1751811096.15,29000,652267,65.07,Aug-2017,-0.5108010158947573,Slight Negative,1771.332,1806.452,1736.212
2017-08-22,HDFCBANK,EQ,1743.2,1751.3,1754.0,1736.8,1748.55,1747.0,1744.99,1652389,2883401579.9,61483,1038533,62.85,Aug-2017,0.21798990362551507,Slight or No Change,1767.746,1801.722,1733.771
2017-08-23,HDFCBANK,EQ,1747.0,1750.0,1777.95,1750.0,1769.1,1772.45,1767.91,840131,1485274496.2,28305,449582,53.51,Aug-2017,1.4567830566685869,Positve,1766.375,1797.635,1735.115
2017-08-24,HDFCBANK,EQ,1772.45,1774.9,1774.95,1759.15,1767.5,1762.5,1764.17,1969569,3474659289.25,29178,584539,29.68,Aug-2017,-0.5613698552850654,Slight Negative,1765.129,1795.434,1734.823
2017-08-28,HDFCBANK,EQ,1762.5,1762.4,1771.15,1758.35,1759.75,1762.25,1764.02,376946,664940795.75,18676,164586,43.66,Aug-2017,-0.014184397163119478,Slight or No Change,1763.129,1789.766,1736.491
2017-08-29,HDFCBANK,EQ,1762.25,1759.0,1759.0,1738.0,1748.95,1746.15,1744.1,1229649,2144630136.0,25477,657465,53.47,Aug-2017,-0.9136047666335578,Slight Negative,1760.1,1783.763,1736.437
2017-08-30,HDFCBANK,EQ,1746.15,1751.95,1770.0,1750.05,1769.65,1768.55,1763.86,673580,1188103641.85,18278,340011,50.48,Aug-2017,1.282822208859491,Positve,1759.432,1781.398,1737.467
2017-08-31,HDFCBANK,EQ,1768.55,1772.0,1779.85,1756.4,1769.0,1776.45,1772.21,1825859,3235800483.15,36463,844787,46.27,Aug-2017,0.4466936190664628,Slight or No Change,1760.289,1783.968,1736.611
2017-09-01,HDFCBANK,EQ,1776.45,1781.0,1781.45,1761.1,1765.0,1767.6,1771.67,573793,1016570200.0,19096,240856,41.98,Sep-2017,-0.4981845816093955,Slight or No Change,1760.8,1784.8,1736.8
2017-09-04,HDFCBANK,EQ,1767.6,1765.0,1765.0,1746.1,1750.0,1750.9,1752.37,910631,1595764535.85,31359,527482,57.92,Sep-2017,-0.9447838877574056,Slight Negative,1760.932,1784.672,1737.192
2017-09-05,HDFCBANK,EQ,1750.9,1757.0,1764.9,1751.0,1755.0,1755.35,1757.77,920609,1618215150.85,24788,439271,47.72,Sep-2017,0.2541550059969033,Slight or No Change,1760.8,1784.65,1736.95
2017-09-06,HDFCBANK,EQ,1755.35,1743.75,1762.8,1738.0,1761.55,1759.9,1753.59,1437908,2521503245.4,24340,869626,60.48,Sep-2017,0.2592075654427983,Slight or No Change,1759.275,1780.02,1738.53
2017-09-07,HDFCBANK,EQ,1759.9,1760.1,1776.75,1760.1,1765.25,1766.55,1766.63,1736605,3067935845.9,27641,605806,34.88,Sep-2017,0.3778623785442248,Slight or No Change,1759.357,1780.216,1738.498
2017-09-08,HDFCBANK,EQ,1766.55,1773.4,1790.0,1771.0,1785.0,1787.65,1781.89,2077916,3702622520.6,33955,1234323,59.4,Sep-2017,1.1944184993348594,Positve,1761.893,1787.146,1736.64
2017-09-11,HDFCBANK,EQ,1787.65,1793.0,1829.0,1790.2,1822.0,1823.35,1816.72,2869419,5212939744.6,88980,1733975,60.43,Sep-2017,1.9970352138281908,Positve,1767.618,1807.003,1728.233
2017-09-12,HDFCBANK,EQ,1823.35,1827.7,1839.9,1818.3,1837.1,1835.2,1833.12,1671920,3064825860.1,67989,919925,55.02,Sep-2017,0.6499026517125195,Slight Positive,1773.918,1825.442,1722.394
2017-09-13,HDFCBANK,EQ,1835.2,1835.0,1849.0,1824.0,1843.25,1841.85,1841.58,1248844,2299847291.95,30091,657075,52.61,Sep-2017,0.3623583260679908,Slight or No Change,1778.875,1841.868,1715.882
2017-09-14,HDFCBANK,EQ,1841.85,1840.15,1852.5,1831.5,1840.0,1839.4,1839.93,2038504,3750701010.7,29517,557209,27.33,Sep-2017,-0.13301843255421053,Slight or No Change,1784.368,1854.245,1714.491
2017-09-15,HDFCBANK,EQ,1839.4,1836.0,1851.8,1833.45,1850.0,1848.95,1845.98,941833,1738607041.2,24200,487645,51.78,Sep-2017,0.5191910405567102,Slight Positive,1790.561,1867.049,1714.073
2017-09-18,HDFCBANK,EQ,1848.95,1853.55,1864.45,1852.5,1860.0,1860.45,1861.58,1021232,1901109128.2,29374,754277,73.86,Sep-2017,0.621974634251865,Slight Positive,1798.725,1879.095,1718.355
2017-09-19,HDFCBANK,EQ,1860.45,1864.9,1868.0,1847.55,1847.55,1849.7,1858.58,1060367,1970780896.0,23565,684467,64.55,Sep-2017,-0.577817194764707,Slight Negative,1804.521,1887.189,1721.853
2017-09-20,HDFCBANK,EQ,1849.7,1848.0,1861.45,1845.25,1850.0,1848.85,1850.15,861532,1593967559.2,26905,579361,67.25,Sep-2017,-0.04595339784830843,Slight or No Change,1809.693,1893.841,1725.545
2017-09-21,HDFCBANK,EQ,1848.85,1848.0,1848.5,1830.7,1843.0,1839.1,1839.29,1928124,3546374079.25,50920,1006098,52.18,Sep-2017,-0.5273548421992014,Slight Negative,1814.8,1896.589,1733.011
2017-09-22,HDFCBANK,EQ,1839.1,1834.8,1838.95,1820.0,1823.0,1824.1,1826.77,2060881,3764746963.9,52897,1491250,72.36,Sep-2017,-0.8156163340764522,Slight Negative,1820.029,1893.117,1746.94
2017-09-25,HDFCBANK,EQ,1824.1,1822.45,1822.45,1792.6,1798.8,1799.75,1802.36,2537307,4573149061.6,86102,1735249,68.39,Sep-2017,-1.3349048846006184,Negative,1823.2,1887.527,1758.873
2017-09-26,HDFCBANK,EQ,1799.75,1789.05,1796.6,1785.0,1791.0,1792.3,1790.07,2859683,5119024677.3,69670,2089818,73.08,Sep-2017,-0.41394638144186535,Slight or No Change,1825.514,1881.869,1769.16
2017-09-27,HDFCBANK,EQ,1792.3,1796.0,1805.6,1770.0,1780.55,1776.5,1779.35,1834305,3263870334.3,50529,1187303,64.73,Sep-2017,-0.881548847849134,Slight Negative,1826.225,1879.546,1772.904
2017-09-28,HDFCBANK,EQ,1776.5,1774.0,1799.0,1763.3,1795.0,1795.3,1789.02,6911616,12365024438.9,97472,3794792,54.9,Sep-2017,1.0582606248240811,Positve,1826.771,1878.523,1775.02
2017-09-29,HDFCBANK,EQ,1795.3,1800.1,1822.0,1796.25,1800.05,1805.7,1812.45,1553408,2815470649.5,58153,1016550,65.44,Sep-2017,0.5792903692976248,Slight Positive,1825.511,1878.467,1772.554
